filename,foldername,labels
Tamil-173.wav,Tamil,2
Hindi-424.wav,Hindi,0
Tamil-281.wav,Tamil,2
Telugu-297.wav,Telugu,3
Hindi-83.wav,Hindi,0
Kannada-232.wav,Kannada,1
Hindi-238.wav,Hindi,0
Kannada-73.wav,Kannada,1
Tamil-184.wav,Tamil,2
Hindi-475.wav,Hindi,0
Kannada-422.wav,Kannada,1
Hindi-413.wav,Hindi,0
Kannada-341.wav,Kannada,1
Telugu-180.wav,Telugu,3
Hindi-167.wav,Hindi,0
Kannada-198.wav,Kannada,1
Hindi-356.wav,Hindi,0
Telugu-170.wav,Telugu,3
Telugu-149.wav,Telugu,3
Hindi-182.wav,Hindi,0
Kannada-435.wav,Kannada,1
Kannada-432.wav,Kannada,1
Kannada-465.wav,Kannada,1
Telugu-320.wav,Telugu,3
Hindi-243.wav,Hindi,0
Telugu-157.wav,Telugu,3
Hindi-24.wav,Hindi,0
Kannada-396.wav,Kannada,1
Tamil-38.wav,Tamil,2
Hindi-207.wav,Hindi,0
Telugu-404.wav,Telugu,3
Telugu-82.wav,Telugu,3
Hindi-192.wav,Hindi,0
Tamil-321.wav,Tamil,2
Tamil-370.wav,Tamil,2
Telugu-359.wav,Telugu,3
Telugu-309.wav,Telugu,3
Hindi-225.wav,Hindi,0
Tamil-125.wav,Tamil,2
Kannada-294.wav,Kannada,1
Kannada-2.wav,Kannada,1
Kannada-417.wav,Kannada,1
Telugu-254.wav,Telugu,3
Tamil-174.wav,Tamil,2
Hindi-37.wav,Hindi,0
Telugu-39.wav,Telugu,3
Hindi-450.wav,Hindi,0
Hindi-25.wav,Hindi,0
Tamil-374.wav,Tamil,2
Telugu-198.wav,Telugu,3
Kannada-9.wav,Kannada,1
Tamil-237.wav,Tamil,2
Tamil-219.wav,Tamil,2
Telugu-189.wav,Telugu,3
Telugu-121.wav,Telugu,3
Tamil-26.wav,Tamil,2
Hindi-261.wav,Hindi,0
Telugu-150.wav,Telugu,3
Kannada-281.wav,Kannada,1
Kannada-46.wav,Kannada,1
Hindi-221.wav,Hindi,0
Kannada-179.wav,Kannada,1
Telugu-331.wav,Telugu,3
Hindi-386.wav,Hindi,0
Kannada-137.wav,Kannada,1
Hindi-217.wav,Hindi,0
Kannada-31.wav,Kannada,1
Kannada-21.wav,Kannada,1
Kannada-482.wav,Kannada,1
Tamil-263.wav,Tamil,2
Tamil-383.wav,Tamil,2
Kannada-186.wav,Kannada,1
Telugu-242.wav,Telugu,3
Hindi-350.wav,Hindi,0
Telugu-224.wav,Telugu,3
Telugu-398.wav,Telugu,3
Kannada-372.wav,Kannada,1
Hindi-416.wav,Hindi,0
Telugu-141.wav,Telugu,3
Tamil-228.wav,Tamil,2
Telugu-249.wav,Telugu,3
Telugu-43.wav,Telugu,3
Tamil-304.wav,Tamil,2
Hindi-156.wav,Hindi,0
Tamil-156.wav,Tamil,2
Hindi-50.wav,Hindi,0
Tamil-135.wav,Tamil,2
Kannada-488.wav,Kannada,1
Kannada-243.wav,Kannada,1
Hindi-308.wav,Hindi,0
Tamil-486.wav,Tamil,2
Hindi-332.wav,Hindi,0
Hindi-304.wav,Hindi,0
Tamil-52.wav,Tamil,2
Kannada-457.wav,Kannada,1
Hindi-235.wav,Hindi,0
Hindi-434.wav,Hindi,0
Tamil-113.wav,Tamil,2
Tamil-117.wav,Tamil,2
Telugu-366.wav,Telugu,3
Tamil-388.wav,Tamil,2
Kannada-219.wav,Kannada,1
Kannada-312.wav,Kannada,1
Hindi-123.wav,Hindi,0
Tamil-427.wav,Tamil,2
Telugu-469.wav,Telugu,3
Kannada-434.wav,Kannada,1
Hindi-46.wav,Hindi,0
Hindi-186.wav,Hindi,0
Telugu-405.wav,Telugu,3
Kannada-121.wav,Kannada,1
Telugu-375.wav,Telugu,3
Kannada-28.wav,Kannada,1
Hindi-200.wav,Hindi,0
Hindi-466.wav,Hindi,0
Telugu-161.wav,Telugu,3
Tamil-141.wav,Tamil,2
Tamil-490.wav,Tamil,2
Tamil-361.wav,Tamil,2
Kannada-203.wav,Kannada,1
Kannada-295.wav,Kannada,1
Tamil-322.wav,Tamil,2
Kannada-303.wav,Kannada,1
Telugu-135.wav,Telugu,3
Telugu-436.wav,Telugu,3
Kannada-175.wav,Kannada,1
Tamil-192.wav,Tamil,2
Telugu-144.wav,Telugu,3
Kannada-338.wav,Kannada,1
Telugu-267.wav,Telugu,3
Tamil-159.wav,Tamil,2
Kannada-241.wav,Kannada,1
Kannada-153.wav,Kannada,1
Telugu-235.wav,Telugu,3
Telugu-313.wav,Telugu,3
Telugu-28.wav,Telugu,3
Tamil-221.wav,Tamil,2
Hindi-258.wav,Hindi,0
Kannada-471.wav,Kannada,1
Telugu-77.wav,Telugu,3
Hindi-340.wav,Hindi,0
Tamil-291.wav,Tamil,2
Tamil-197.wav,Tamil,2
Hindi-432.wav,Hindi,0
Tamil-138.wav,Tamil,2
Hindi-418.wav,Hindi,0
Kannada-166.wav,Kannada,1
Telugu-383.wav,Telugu,3
Hindi-415.wav,Hindi,0
Tamil-503.wav,Tamil,2
Kannada-1.wav,Kannada,1
Telugu-244.wav,Telugu,3
Tamil-28.wav,Tamil,2
Hindi-270.wav,Hindi,0
Tamil-483.wav,Tamil,2
Telugu-232.wav,Telugu,3
Telugu-431.wav,Telugu,3
Kannada-235.wav,Kannada,1
Hindi-77.wav,Hindi,0
Telugu-238.wav,Telugu,3
Tamil-68.wav,Tamil,2
Kannada-156.wav,Kannada,1
Tamil-491.wav,Tamil,2
Kannada-236.wav,Kannada,1
Tamil-447.wav,Tamil,2
Telugu-226.wav,Telugu,3
Kannada-154.wav,Kannada,1
Tamil-474.wav,Tamil,2
Telugu-103.wav,Telugu,3
Telugu-216.wav,Telugu,3
Tamil-166.wav,Tamil,2
Hindi-422.wav,Hindi,0
Kannada-144.wav,Kannada,1
Telugu-365.wav,Telugu,3
Hindi-367.wav,Hindi,0
Tamil-262.wav,Tamil,2
Kannada-199.wav,Kannada,1
Hindi-171.wav,Hindi,0
Telugu-106.wav,Telugu,3
Hindi-211.wav,Hindi,0
Telugu-215.wav,Telugu,3
Telugu-30.wav,Telugu,3
Kannada-418.wav,Kannada,1
Hindi-456.wav,Hindi,0
Hindi-88.wav,Hindi,0
Kannada-13.wav,Kannada,1
Tamil-411.wav,Tamil,2
Telugu-63.wav,Telugu,3
Telugu-20.wav,Telugu,3
Kannada-253.wav,Kannada,1
Kannada-10.wav,Kannada,1
Tamil-494.wav,Tamil,2
Tamil-367.wav,Tamil,2
Telugu-401.wav,Telugu,3
Tamil-451.wav,Tamil,2
Telugu-440.wav,Telugu,3
Kannada-176.wav,Kannada,1
Hindi-208.wav,Hindi,0
Hindi-55.wav,Hindi,0
Tamil-501.wav,Tamil,2
Telugu-95.wav,Telugu,3
Kannada-375.wav,Kannada,1
Tamil-416.wav,Tamil,2
Hindi-251.wav,Hindi,0
Tamil-417.wav,Tamil,2
Kannada-257.wav,Kannada,1
Hindi-184.wav,Hindi,0
Kannada-304.wav,Kannada,1
Telugu-282.wav,Telugu,3
Tamil-424.wav,Tamil,2
Hindi-325.wav,Hindi,0
Hindi-452.wav,Hindi,0
Kannada-109.wav,Kannada,1
Kannada-414.wav,Kannada,1
Tamil-435.wav,Tamil,2
Kannada-98.wav,Kannada,1
Kannada-90.wav,Kannada,1
Hindi-363.wav,Hindi,0
Tamil-316.wav,Tamil,2
Tamil-391.wav,Tamil,2
Hindi-209.wav,Hindi,0
Tamil-437.wav,Tamil,2
Telugu-257.wav,Telugu,3
Tamil-178.wav,Tamil,2
Hindi-230.wav,Hindi,0
Tamil-306.wav,Tamil,2
Hindi-298.wav,Hindi,0
Tamil-238.wav,Tamil,2
Kannada-276.wav,Kannada,1
Tamil-269.wav,Tamil,2
Tamil-245.wav,Tamil,2
Tamil-475.wav,Tamil,2
Tamil-88.wav,Tamil,2
Telugu-56.wav,Telugu,3
Tamil-191.wav,Tamil,2
Telugu-414.wav,Telugu,3
Hindi-110.wav,Hindi,0
Hindi-22.wav,Hindi,0
Tamil-469.wav,Tamil,2
Hindi-27.wav,Hindi,0
Telugu-456.wav,Telugu,3
Hindi-85.wav,Hindi,0
Kannada-162.wav,Kannada,1
Hindi-310.wav,Hindi,0
Kannada-20.wav,Kannada,1
Telugu-36.wav,Telugu,3
Telugu-99.wav,Telugu,3
Tamil-327.wav,Tamil,2
Telugu-205.wav,Telugu,3
Tamil-320.wav,Tamil,2
Hindi-111.wav,Hindi,0
Telugu-492.wav,Telugu,3
Telugu-19.wav,Telugu,3
Kannada-359.wav,Kannada,1
Tamil-256.wav,Tamil,2
Kannada-77.wav,Kannada,1
Telugu-147.wav,Telugu,3
Tamil-465.wav,Tamil,2
Tamil-283.wav,Tamil,2
Kannada-97.wav,Kannada,1
Telugu-153.wav,Telugu,3
Kannada-111.wav,Kannada,1
Telugu-322.wav,Telugu,3
Tamil-317.wav,Tamil,2
Telugu-330.wav,Telugu,3
Kannada-367.wav,Kannada,1
Tamil-336.wav,Tamil,2
Hindi-358.wav,Hindi,0
Tamil-460.wav,Tamil,2
Tamil-8.wav,Tamil,2
Tamil-132.wav,Tamil,2
Kannada-290.wav,Kannada,1
Hindi-5.wav,Hindi,0
Tamil-352.wav,Tamil,2
Telugu-209.wav,Telugu,3
Hindi-246.wav,Hindi,0
Tamil-134.wav,Tamil,2
Telugu-265.wav,Telugu,3
Tamil-440.wav,Tamil,2
Kannada-272.wav,Kannada,1
Kannada-393.wav,Kannada,1
Kannada-45.wav,Kannada,1
Tamil-186.wav,Tamil,2
Telugu-444.wav,Telugu,3
Telugu-96.wav,Telugu,3
Kannada-165.wav,Kannada,1
Hindi-266.wav,Hindi,0
Tamil-471.wav,Tamil,2
Hindi-272.wav,Hindi,0
Telugu-38.wav,Telugu,3
Tamil-455.wav,Tamil,2
Kannada-395.wav,Kannada,1
Kannada-29.wav,Kannada,1
Hindi-470.wav,Hindi,0
Telugu-179.wav,Telugu,3
Telugu-41.wav,Telugu,3
Tamil-312.wav,Tamil,2
Hindi-318.wav,Hindi,0
Telugu-72.wav,Telugu,3
Hindi-459.wav,Hindi,0
Telugu-23.wav,Telugu,3
Hindi-183.wav,Hindi,0
Telugu-80.wav,Telugu,3
Kannada-135.wav,Kannada,1
Tamil-164.wav,Tamil,2
Hindi-333.wav,Hindi,0
Kannada-326.wav,Kannada,1
Kannada-197.wav,Kannada,1
Kannada-416.wav,Kannada,1
Tamil-172.wav,Tamil,2
Hindi-441.wav,Hindi,0
Tamil-111.wav,Tamil,2
Hindi-426.wav,Hindi,0
Kannada-150.wav,Kannada,1
Hindi-297.wav,Hindi,0
Hindi-423.wav,Hindi,0
Hindi-239.wav,Hindi,0
Telugu-97.wav,Telugu,3
Telugu-461.wav,Telugu,3
Tamil-271.wav,Tamil,2
Tamil-257.wav,Tamil,2
Hindi-219.wav,Hindi,0
Tamil-251.wav,Tamil,2
Tamil-224.wav,Tamil,2
Tamil-277.wav,Tamil,2
Kannada-124.wav,Kannada,1
Kannada-130.wav,Kannada,1
Telugu-356.wav,Telugu,3
Telugu-125.wav,Telugu,3
Kannada-486.wav,Kannada,1
Kannada-48.wav,Kannada,1
Telugu-489.wav,Telugu,3
Hindi-2.wav,Hindi,0
Kannada-384.wav,Kannada,1
Telugu-117.wav,Telugu,3
Hindi-45.wav,Hindi,0
Tamil-6.wav,Tamil,2
Tamil-502.wav,Tamil,2
Hindi-294.wav,Hindi,0
Telugu-465.wav,Telugu,3
Telugu-370.wav,Telugu,3
Kannada-473.wav,Kannada,1
Telugu-151.wav,Telugu,3
Kannada-41.wav,Kannada,1
Tamil-213.wav,Tamil,2
Kannada-128.wav,Kannada,1
Telugu-6.wav,Telugu,3
Hindi-71.wav,Hindi,0
Telugu-295.wav,Telugu,3
Tamil-289.wav,Tamil,2
Hindi-122.wav,Hindi,0
Telugu-246.wav,Telugu,3
Telugu-373.wav,Telugu,3
Telugu-340.wav,Telugu,3
Kannada-403.wav,Kannada,1
Tamil-363.wav,Tamil,2
Kannada-39.wav,Kannada,1
Hindi-154.wav,Hindi,0
Kannada-192.wav,Kannada,1
Kannada-349.wav,Kannada,1
Hindi-89.wav,Hindi,0
Telugu-462.wav,Telugu,3
Telugu-134.wav,Telugu,3
Tamil-310.wav,Tamil,2
Kannada-426.wav,Kannada,1
Hindi-433.wav,Hindi,0
Hindi-120.wav,Hindi,0
Hindi-368.wav,Hindi,0
Telugu-339.wav,Telugu,3
Telugu-185.wav,Telugu,3
Kannada-242.wav,Kannada,1
Tamil-25.wav,Tamil,2
Tamil-270.wav,Tamil,2
Kannada-342.wav,Kannada,1
Kannada-321.wav,Kannada,1
Hindi-98.wav,Hindi,0
Kannada-458.wav,Kannada,1
Telugu-425.wav,Telugu,3
Telugu-210.wav,Telugu,3
Hindi-144.wav,Hindi,0
Hindi-147.wav,Hindi,0
Hindi-66.wav,Hindi,0
Telugu-143.wav,Telugu,3
Kannada-452.wav,Kannada,1
Kannada-244.wav,Kannada,1
Telugu-423.wav,Telugu,3
Tamil-136.wav,Tamil,2
Telugu-98.wav,Telugu,3
Telugu-91.wav,Telugu,3
Telugu-174.wav,Telugu,3
Tamil-266.wav,Tamil,2
Tamil-313.wav,Tamil,2
Tamil-259.wav,Tamil,2
Hindi-471.wav,Hindi,0
Hindi-420.wav,Hindi,0
Kannada-353.wav,Kannada,1
Telugu-349.wav,Telugu,3
Kannada-420.wav,Kannada,1
Hindi-80.wav,Hindi,0
Telugu-222.wav,Telugu,3
Kannada-317.wav,Kannada,1
Hindi-141.wav,Hindi,0
Tamil-248.wav,Tamil,2
Kannada-172.wav,Kannada,1
Kannada-227.wav,Kannada,1
Hindi-473.wav,Hindi,0
Telugu-187.wav,Telugu,3
Hindi-447.wav,Hindi,0
Tamil-369.wav,Tamil,2
Kannada-411.wav,Kannada,1
Telugu-337.wav,Telugu,3
Hindi-97.wav,Hindi,0
Hindi-121.wav,Hindi,0
Hindi-116.wav,Hindi,0
Telugu-34.wav,Telugu,3
Kannada-297.wav,Kannada,1
Tamil-232.wav,Tamil,2
Tamil-384.wav,Tamil,2
Kannada-81.wav,Kannada,1
Kannada-214.wav,Kannada,1
Telugu-472.wav,Telugu,3
Telugu-341.wav,Telugu,3
Kannada-146.wav,Kannada,1
Hindi-4.wav,Hindi,0
Hindi-129.wav,Hindi,0
Telugu-201.wav,Telugu,3
Kannada-78.wav,Kannada,1
Kannada-53.wav,Kannada,1
Tamil-150.wav,Tamil,2
Kannada-439.wav,Kannada,1
Kannada-269.wav,Kannada,1
Tamil-112.wav,Tamil,2
Telugu-279.wav,Telugu,3
Kannada-479.wav,Kannada,1
Kannada-346.wav,Kannada,1
Kannada-256.wav,Kannada,1
Hindi-201.wav,Hindi,0
Tamil-7.wav,Tamil,2
Kannada-464.wav,Kannada,1
Tamil-481.wav,Tamil,2
Telugu-123.wav,Telugu,3
Telugu-25.wav,Telugu,3
Telugu-101.wav,Telugu,3
Tamil-423.wav,Tamil,2
Kannada-262.wav,Kannada,1
Hindi-274.wav,Hindi,0
Kannada-270.wav,Kannada,1
Hindi-165.wav,Hindi,0
Telugu-65.wav,Telugu,3
Kannada-347.wav,Kannada,1
Tamil-343.wav,Tamil,2
Hindi-354.wav,Hindi,0
Hindi-134.wav,Hindi,0
Tamil-37.wav,Tamil,2
Kannada-413.wav,Kannada,1
Tamil-419.wav,Tamil,2
Tamil-73.wav,Tamil,2
Tamil-385.wav,Tamil,2
Tamil-89.wav,Tamil,2
Telugu-395.wav,Telugu,3
Kannada-126.wav,Kannada,1
Hindi-374.wav,Hindi,0
Hindi-417.wav,Hindi,0
Telugu-475.wav,Telugu,3
Tamil-498.wav,Tamil,2
Tamil-105.wav,Tamil,2
Telugu-270.wav,Telugu,3
Telugu-61.wav,Telugu,3
Hindi-170.wav,Hindi,0
Kannada-404.wav,Kannada,1
Telugu-358.wav,Telugu,3
Tamil-104.wav,Tamil,2
Tamil-119.wav,Tamil,2
Telugu-128.wav,Telugu,3
Kannada-466.wav,Kannada,1
Tamil-236.wav,Tamil,2
Telugu-424.wav,Telugu,3
Tamil-382.wav,Tamil,2
Kannada-378.wav,Kannada,1
Hindi-402.wav,Hindi,0
Hindi-282.wav,Hindi,0
Hindi-62.wav,Hindi,0
Tamil-448.wav,Tamil,2
Tamil-394.wav,Tamil,2
Tamil-421.wav,Tamil,2
Telugu-148.wav,Telugu,3
Tamil-294.wav,Tamil,2
Hindi-33.wav,Hindi,0
Telugu-439.wav,Telugu,3
Kannada-239.wav,Kannada,1
Kannada-287.wav,Kannada,1
Tamil-244.wav,Tamil,2
Tamil-445.wav,Tamil,2
Tamil-3.wav,Tamil,2
Telugu-247.wav,Telugu,3
Telugu-310.wav,Telugu,3
Kannada-83.wav,Kannada,1
Tamil-13.wav,Tamil,2
Telugu-263.wav,Telugu,3
Tamil-350.wav,Tamil,2
Telugu-176.wav,Telugu,3
Kannada-282.wav,Kannada,1
Kannada-66.wav,Kannada,1
Hindi-63.wav,Hindi,0
Telugu-44.wav,Telugu,3
Kannada-18.wav,Kannada,1
Hindi-383.wav,Hindi,0
Hindi-348.wav,Hindi,0
Tamil-30.wav,Tamil,2
Telugu-107.wav,Telugu,3
Tamil-484.wav,Tamil,2
Hindi-212.wav,Hindi,0
Telugu-17.wav,Telugu,3
Kannada-433.wav,Kannada,1
Tamil-27.wav,Tamil,2
Telugu-166.wav,Telugu,3
Tamil-403.wav,Tamil,2
Hindi-53.wav,Hindi,0
Hindi-93.wav,Hindi,0
Tamil-168.wav,Tamil,2
Telugu-448.wav,Telugu,3
Tamil-51.wav,Tamil,2
Tamil-57.wav,Tamil,2
Telugu-131.wav,Telugu,3
Telugu-452.wav,Telugu,3
Kannada-366.wav,Kannada,1
Hindi-18.wav,Hindi,0
Kannada-358.wav,Kannada,1
Tamil-479.wav,Tamil,2
Tamil-444.wav,Tamil,2
Telugu-163.wav,Telugu,3
Telugu-352.wav,Telugu,3
Hindi-337.wav,Hindi,0
Kannada-310.wav,Kannada,1
Kannada-204.wav,Kannada,1
Kannada-110.wav,Kannada,1
Tamil-495.wav,Tamil,2
Tamil-81.wav,Tamil,2
Kannada-159.wav,Kannada,1
Hindi-437.wav,Hindi,0
Kannada-184.wav,Kannada,1
Kannada-103.wav,Kannada,1
Tamil-79.wav,Tamil,2
Tamil-47.wav,Tamil,2
Telugu-51.wav,Telugu,3
Kannada-148.wav,Kannada,1
Tamil-456.wav,Tamil,2
Kannada-163.wav,Kannada,1
Kannada-147.wav,Kannada,1
Telugu-427.wav,Telugu,3
Kannada-14.wav,Kannada,1
Tamil-46.wav,Tamil,2
Kannada-315.wav,Kannada,1
Hindi-48.wav,Hindi,0
Telugu-2.wav,Telugu,3
Hindi-404.wav,Hindi,0
Tamil-496.wav,Tamil,2
Tamil-275.wav,Tamil,2
Telugu-396.wav,Telugu,3
Kannada-50.wav,Kannada,1
Telugu-155.wav,Telugu,3
Tamil-356.wav,Tamil,2
Tamil-292.wav,Tamil,2
Kannada-211.wav,Kannada,1
Tamil-355.wav,Tamil,2
Kannada-102.wav,Kannada,1
Telugu-318.wav,Telugu,3
Hindi-196.wav,Hindi,0
Tamil-379.wav,Tamil,2
Hindi-263.wav,Hindi,0
Tamil-252.wav,Tamil,2
Telugu-460.wav,Telugu,3
Telugu-42.wav,Telugu,3
Telugu-281.wav,Telugu,3
Tamil-107.wav,Tamil,2
Telugu-172.wav,Telugu,3
Kannada-436.wav,Kannada,1
Kannada-57.wav,Kannada,1
Telugu-234.wav,Telugu,3
Hindi-385.wav,Hindi,0
Tamil-387.wav,Tamil,2
Tamil-282.wav,Tamil,2
Tamil-83.wav,Tamil,2
Tamil-45.wav,Tamil,2
Hindi-444.wav,Hindi,0
Kannada-352.wav,Kannada,1
Hindi-264.wav,Hindi,0
Telugu-410.wav,Telugu,3
Tamil-116.wav,Tamil,2
Kannada-468.wav,Kannada,1
Kannada-300.wav,Kannada,1
Kannada-17.wav,Kannada,1
Hindi-245.wav,Hindi,0
Telugu-400.wav,Telugu,3
Tamil-93.wav,Tamil,2
Tamil-131.wav,Tamil,2
Telugu-240.wav,Telugu,3
Hindi-347.wav,Hindi,0
Hindi-289.wav,Hindi,0
Kannada-33.wav,Kannada,1
Kannada-226.wav,Kannada,1
Tamil-365.wav,Tamil,2
Tamil-165.wav,Tamil,2
Telugu-16.wav,Telugu,3
Hindi-126.wav,Hindi,0
Tamil-2.wav,Tamil,2
Telugu-333.wav,Telugu,3
Telugu-372.wav,Telugu,3
Tamil-198.wav,Tamil,2
Kannada-220.wav,Kannada,1
Telugu-428.wav,Telugu,3
Kannada-217.wav,Kannada,1
Kannada-210.wav,Kannada,1
Tamil-123.wav,Tamil,2
Telugu-46.wav,Telugu,3
Telugu-311.wav,Telugu,3
Hindi-205.wav,Hindi,0
Telugu-292.wav,Telugu,3
Tamil-489.wav,Tamil,2
Kannada-229.wav,Kannada,1
Kannada-316.wav,Kannada,1
Telugu-488.wav,Telugu,3
Kannada-207.wav,Kannada,1
Kannada-200.wav,Kannada,1
Kannada-208.wav,Kannada,1
Telugu-136.wav,Telugu,3
Hindi-301.wav,Hindi,0
Telugu-382.wav,Telugu,3
Kannada-35.wav,Kannada,1
Hindi-136.wav,Hindi,0
Tamil-330.wav,Tamil,2
Tamil-377.wav,Tamil,2
Kannada-409.wav,Kannada,1
